formula_string,transformation_unit,new_C,new_H,new_O,new_N,new_S,tu_C,tu_H,tu_O,tu_N,tu_S,new_formula
C11 H13 N1 O5,-C2 -H2,13,15,5,1,0,-2,-2,0,0,0,C13 H15 N1 O5
C11 H13 N1 O5,H1 -O1 N1,11,12,6,0,0,0,1,-1,1,0,C11 H12 O6
C11 H13 N1 O5,H1 -O2 -N1,11,12,7,2,0,0,1,-2,-1,0,C11 H12 N2 O7
C11 H12 N2 O3,-C1,12,12,3,2,0,-1,0,0,0,0,C12 H12 N2 O3
C11 H12 N2 O3,-C1 -O1,12,12,4,2,0,-1,0,-1,0,0,C12 H12 N2 O4
C11 H12 N2 O3,-C1 -H2,12,14,3,2,0,-1,-2,0,0,0,C12 H14 N2 O3
C11 H12 N2 O3,-C2 -H4 -O1,13,16,4,2,0,-2,-4,-1,0,0,C13 H16 N2 O4
C11 H12 N2 O3,-C4 -H4 -O1,15,16,4,2,0,-4,-4,-1,0,0,C15 H16 N2 O4
C11 H12 N2 O3,-H2,11,14,3,2,0,0,-2,0,0,0,C11 H14 N2 O3
C11 H12 N2 O3,-C1 -O2,12,12,5,2,0,-1,0,-2,0,0,C12 H12 N2 O5
C11 H12 N2 O3,-H2 -O1,11,14,4,2,0,0,-2,-1,0,0,C11 H14 N2 O4
C11 H12 N2 O3,-C2 -H2,13,14,3,2,0,-2,-2,0,0,0,C13 H14 N2 O3
C11 H12 N2 O3,H1 -O1 N1,11,11,4,1,0,0,1,-1,1,0,C11 H11 N1 O4
C16 H9 N1 O6,-C1,17,9,6,1,0,-1,0,0,0,0,C17 H9 N1 O6
C16 H9 N1 O6,-C1 -O1,17,9,7,1,0,-1,0,-1,0,0,C17 H9 N1 O7
C16 H9 N1 O6,-C1 -H2,17,11,6,1,0,-1,-2,0,0,0,C17 H11 N1 O6
C16 H9 N1 O6,-C2 -H4 -O1,18,13,7,1,0,-2,-4,-1,0,0,C18 H13 N1 O7
C16 H9 N1 O6,-C4 -H4 -O1,20,13,7,1,0,-4,-4,-1,0,0,C20 H13 N1 O7
C16 H9 N1 O6,-H2,16,11,6,1,0,0,-2,0,0,0,C16 H11 N1 O6
C16 H9 N1 O6,-C1 -O2,17,9,8,1,0,-1,0,-2,0,0,C17 H9 N1 O8
C16 H9 N1 O6,-H2 -O1,16,11,7,1,0,0,-2,-1,0,0,C16 H11 N1 O7
C16 H9 N1 O6,-C2 -H2,18,11,6,1,0,-2,-2,0,0,0,C18 H11 N1 O6
C16 H9 N1 O6,H1 -O1 N1,16,8,7,0,0,0,1,-1,1,0,C16 H8 O7
C20 H10 O7,-C1,21,10,7,0,0,-1,0,0,0,0,C21 H10 O7
C20 H10 O7,-C1 -O1,21,10,8,0,0,-1,0,-1,0,0,C21 H10 O8
C20 H10 O7,-C1 -H2,21,12,7,0,0,-1,-2,0,0,0,C21 H12 O7
C20 H10 O7,-C2 -H4 -O1,22,14,8,0,0,-2,-4,-1,0,0,C22 H14 O8
C20 H10 O7,-C4 -H4 -O1,24,14,8,0,0,-4,-4,-1,0,0,C24 H14 O8
C20 H10 O7,-H2,20,12,7,0,0,0,-2,0,0,0,C20 H12 O7
C20 H10 O7,-C1 -O2,21,10,9,0,0,-1,0,-2,0,0,C21 H10 O9
C20 H10 O7,-S1,20,10,7,0,1,0,0,0,0,-1,C20 H10 O7 S1
C20 H10 O7,-H2 -O1,20,12,8,0,0,0,-2,-1,0,0,C20 H12 O8
C20 H10 O7,-C2 -H2,22,12,7,0,0,-2,-2,0,0,0,C22 H12 O7
C8 H4 O4,-C1,9,4,4,0,0,-1,0,0,0,0,C9 H4 O4
C8 H4 O4,-C1 -O1,9,4,5,0,0,-1,0,-1,0,0,C9 H4 O5
C8 H4 O4,-C1 -H2,9,6,4,0,0,-1,-2,0,0,0,C9 H6 O4
C8 H4 O4,-C2 -H4 -O1,10,8,5,0,0,-2,-4,-1,0,0,C10 H8 O5
C8 H4 O4,-C4 -H4 -O1,12,8,5,0,0,-4,-4,-1,0,0,C12 H8 O5
C8 H4 O4,-C1 -O2,9,4,6,0,0,-1,0,-2,0,0,C9 H4 O6
C8 H4 O4,-C2 -H2,10,6,4,0,0,-2,-2,0,0,0,C10 H6 O4
C15 H9 N1 O7,-C1,16,9,7,1,0,-1,0,0,0,0,C16 H9 N1 O7
C15 H9 N1 O7,-C1 -O1,16,9,8,1,0,-1,0,-1,0,0,C16 H9 N1 O8
C15 H9 N1 O7,-C1 -H2,16,11,7,1,0,-1,-2,0,0,0,C16 H11 N1 O7
C15 H9 N1 O7,-C2 -H4 -O1,17,13,8,1,0,-2,-4,-1,0,0,C17 H13 N1 O8
C15 H9 N1 O7,-C4 -H4 -O1,19,13,8,1,0,-4,-4,-1,0,0,C19 H13 N1 O8
C15 H9 N1 O7,-H2,15,11,7,1,0,0,-2,0,0,0,C15 H11 N1 O7
C15 H9 N1 O7,-C1 -O2,16,9,9,1,0,-1,0,-2,0,0,C16 H9 N1 O9
C15 H9 N1 O7,-H2 -O1,15,11,8,1,0,0,-2,-1,0,0,C15 H11 N1 O8
C15 H9 N1 O7,-C2 -H2,17,11,7,1,0,-2,-2,0,0,0,C17 H11 N1 O7
C15 H9 N1 O7,H1 -O1 N1,15,8,8,0,0,0,1,-1,1,0,C15 H8 O8
C22 H12 O8 S1,-C1,23,12,8,0,1,-1,0,0,0,0,C23 H12 O8 S1
C22 H12 O8 S1,-C1 -H2,23,14,8,0,1,-1,-2,0,0,0,C23 H14 O8 S1
C22 H12 O8 S1,-C2 -H4 -O1,24,16,9,0,1,-2,-4,-1,0,0,C24 H16 O9 S1
C22 H12 O8 S1,-C4 -H4 -O1,26,16,9,0,1,-4,-4,-1,0,0,C26 H16 O9 S1
C22 H12 O8 S1,-H2,22,14,8,0,1,0,-2,0,0,0,C22 H14 O8 S1
C22 H12 O8 S1,-C2 -H2,24,14,8,0,1,-2,-2,0,0,0,C24 H14 O8 S1
C15 H12 O12,-C1,16,12,12,0,0,-1,0,0,0,0,C16 H12 O12
C15 H12 O12,-C1 -H2,16,14,12,0,0,-1,-2,0,0,0,C16 H14 O12
C15 H12 O12,-C2 -H4 -O1,17,16,13,0,0,-2,-4,-1,0,0,C17 H16 O13
C15 H12 O12,-C4 -H4 -O1,19,16,13,0,0,-4,-4,-1,0,0,C19 H16 O13
C15 H12 O12,-H2,15,14,12,0,0,0,-2,0,0,0,C15 H14 O12
C15 H12 O12,-C2 -H2,17,14,12,0,0,-2,-2,0,0,0,C17 H14 O12
C22 H28 O9,-C1,23,28,9,0,0,-1,0,0,0,0,C23 H28 O9
C22 H28 O9,-C1 -O1,23,28,10,0,0,-1,0,-1,0,0,C23 H28 O10
C22 H28 O9,-C1 -H2,23,30,9,0,0,-1,-2,0,0,0,C23 H30 O9
C22 H28 O9,-C2 -H4 -O1,24,32,10,0,0,-2,-4,-1,0,0,C24 H32 O10
C22 H28 O9,-C4 -H4 -O1,26,32,10,0,0,-4,-4,-1,0,0,C26 H32 O10
C22 H28 O9,-H2,22,30,9,0,0,0,-2,0,0,0,C22 H30 O9
C22 H28 O9,-C1 -O2,23,28,11,0,0,-1,0,-2,0,0,C23 H28 O11
C22 H28 O9,-S1,22,28,9,0,1,0,0,0,0,-1,C22 H28 O9 S1
C22 H28 O9,-H2 -O1,22,30,10,0,0,0,-2,-1,0,0,C22 H30 O10
C22 H28 O9,-C2 -H2,24,30,9,0,0,-2,-2,0,0,0,C24 H30 O9
C22 H28 O9,-O1 -S1,22,28,10,0,1,0,0,-1,0,-1,C22 H28 O10 S1
C22 H28 O9,H1 -O2 -N1,22,27,11,1,0,0,1,-2,-1,0,C22 H27 N1 O11
C18 H15 N1 O9,-C1,19,15,9,1,0,-1,0,0,0,0,C19 H15 N1 O9
C18 H15 N1 O9,-C1 -O1,19,15,10,1,0,-1,0,-1,0,0,C19 H15 N1 O10
C18 H15 N1 O9,-C1 -H2,19,17,9,1,0,-1,-2,0,0,0,C19 H17 N1 O9
C18 H15 N1 O9,-C2 -H4 -O1,20,19,10,1,0,-2,-4,-1,0,0,C20 H19 N1 O10
C18 H15 N1 O9,-C4 -H4 -O1,22,19,10,1,0,-4,-4,-1,0,0,C22 H19 N1 O10
C18 H15 N1 O9,-H2,18,17,9,1,0,0,-2,0,0,0,C18 H17 N1 O9
C18 H15 N1 O9,-C1 -O2,19,15,11,1,0,-1,0,-2,0,0,C19 H15 N1 O11
C18 H15 N1 O9,-H2 -O1,18,17,10,1,0,0,-2,-1,0,0,C18 H17 N1 O10
C18 H15 N1 O9,-C2 -H2,20,17,9,1,0,-2,-2,0,0,0,C20 H17 N1 O9
C18 H15 N1 O9,H1 -O1 N1,18,14,10,0,0,0,1,-1,1,0,C18 H14 O10
C15 H16 N2 O5,-C1,16,16,5,2,0,-1,0,0,0,0,C16 H16 N2 O5
C15 H16 N2 O5,-C1 -H2,16,18,5,2,0,-1,-2,0,0,0,C16 H18 N2 O5
C15 H16 N2 O5,-C2 -H4 -O1,17,20,6,2,0,-2,-4,-1,0,0,C17 H20 N2 O6
C15 H16 N2 O5,-H2,15,18,5,2,0,0,-2,0,0,0,C15 H18 N2 O5
C15 H16 N2 O5,-C1 -O2,16,16,7,2,0,-1,0,-2,0,0,C16 H16 N2 O7
C15 H16 N2 O5,-H2 -O1,15,18,6,2,0,0,-2,-1,0,0,C15 H18 N2 O6
C15 H16 N2 O5,H1 -O1 N1,15,15,6,1,0,0,1,-1,1,0,C15 H15 N1 O6
C23 H38 O8,-C1,24,38,8,0,0,-1,0,0,0,0,C24 H38 O8
C23 H38 O8,-C1 -O1,24,38,9,0,0,-1,0,-1,0,0,C24 H38 O9
C23 H38 O8,-C1 -H2,24,40,8,0,0,-1,-2,0,0,0,C24 H40 O8
C23 H38 O8,-C2 -H4 -O1,25,42,9,0,0,-2,-4,-1,0,0,C25 H42 O9
C23 H38 O8,-C4 -H4 -O1,27,42,9,0,0,-4,-4,-1,0,0,C27 H42 O9
C23 H38 O8,-H2,23,40,8,0,0,0,-2,0,0,0,C23 H40 O8
C23 H38 O8,-C1 -O2,24,38,10,0,0,-1,0,-2,0,0,C24 H38 O10
C23 H38 O8,-H2 -O1,23,40,9,0,0,0,-2,-1,0,0,C23 H40 O9
C23 H38 O8,-C2 -H2,25,40,8,0,0,-2,-2,0,0,0,C25 H40 O8
C23 H38 O8,H1 -O2 -N1,23,37,10,1,0,0,1,-2,-1,0,C23 H37 N1 O10
C20 H12 O5,-C1 -O1,21,12,6,0,0,-1,0,-1,0,0,C21 H12 O6
C20 H12 O5,-C1 -H2,21,14,5,0,0,-1,-2,0,0,0,C21 H14 O5
C20 H12 O5,-C2 -H4 -O1,22,16,6,0,0,-2,-4,-1,0,0,C22 H16 O6
C20 H12 O5,-H2,20,14,5,0,0,0,-2,0,0,0,C20 H14 O5
C20 H12 O5,-C1 -O2,21,12,7,0,0,-1,0,-2,0,0,C21 H12 O7
C20 H12 O5,-S1,20,12,5,0,1,0,0,0,0,-1,C20 H12 O5 S1
C20 H12 O5,-H2 -O1,20,14,6,0,0,0,-2,-1,0,0,C20 H14 O6
C20 H12 O5,-O1 -S1,20,12,6,0,1,0,0,-1,0,-1,C20 H12 O6 S1
C23 H25 N1 O11,-C1,24,25,11,1,0,-1,0,0,0,0,C24 H25 N1 O11
C23 H25 N1 O11,-C1 -O1,24,25,12,1,0,-1,0,-1,0,0,C24 H25 N1 O12
C23 H25 N1 O11,-C1 -H2,24,27,11,1,0,-1,-2,0,0,0,C24 H27 N1 O11
C23 H25 N1 O11,-C2 -H4 -O1,25,29,12,1,0,-2,-4,-1,0,0,C25 H29 N1 O12
C23 H25 N1 O11,-C4 -H4 -O1,27,29,12,1,0,-4,-4,-1,0,0,C27 H29 N1 O12
C23 H25 N1 O11,-C1 -O2,24,25,13,1,0,-1,0,-2,0,0,C24 H25 N1 O13
C23 H25 N1 O11,-H2 -O1,23,27,12,1,0,0,-2,-1,0,0,C23 H27 N1 O12
C23 H25 N1 O11,-C2 -H2,25,27,11,1,0,-2,-2,0,0,0,C25 H27 N1 O11
C12 H10 O10,-C1,13,10,10,0,0,-1,0,0,0,0,C13 H10 O10
C12 H10 O10,-C1 -O1,13,10,11,0,0,-1,0,-1,0,0,C13 H10 O11
C12 H10 O10,-C1 -H2,13,12,10,0,0,-1,-2,0,0,0,C13 H12 O10
C12 H10 O10,-C2 -H4 -O1,14,14,11,0,0,-2,-4,-1,0,0,C14 H14 O11
C12 H10 O10,-C4 -H4 -O1,16,14,11,0,0,-4,-4,-1,0,0,C16 H14 O11
C12 H10 O10,-H2,12,12,10,0,0,0,-2,0,0,0,C12 H12 O10
C12 H10 O10,-H2 -O1,12,12,11,0,0,0,-2,-1,0,0,C12 H12 O11
C12 H10 O10,-C2 -H2,14,12,10,0,0,-2,-2,0,0,0,C14 H12 O10
C20 H24 O8,-C1,21,24,8,0,0,-1,0,0,0,0,C21 H24 O8
C20 H24 O8,-C1 -O1,21,24,9,0,0,-1,0,-1,0,0,C21 H24 O9
C20 H24 O8,-C1 -H2,21,26,8,0,0,-1,-2,0,0,0,C21 H26 O8
C20 H24 O8,-C2 -H4 -O1,22,28,9,0,0,-2,-4,-1,0,0,C22 H28 O9
C20 H24 O8,-C4 -H4 -O1,24,28,9,0,0,-4,-4,-1,0,0,C24 H28 O9
C20 H24 O8,-H2,20,26,8,0,0,0,-2,0,0,0,C20 H26 O8
C20 H24 O8,-C1 -O2,21,24,10,0,0,-1,0,-2,0,0,C21 H24 O10
C20 H24 O8,-H2 -O1,20,26,9,0,0,0,-2,-1,0,0,C20 H26 O9
C20 H24 O8,-C2 -H2,22,26,8,0,0,-2,-2,0,0,0,C22 H26 O8
C20 H24 O8,-O1 -S1,20,24,9,0,1,0,0,-1,0,-1,C20 H24 O9 S1
C20 H24 O8,H1 -O2 -N1,20,23,10,1,0,0,1,-2,-1,0,C20 H23 N1 O10
C34 H48 O12,-C1,35,48,12,0,0,-1,0,0,0,0,C35 H48 O12
C34 H48 O12,-C1 -O1,35,48,13,0,0,-1,0,-1,0,0,C35 H48 O13
C34 H48 O12,-C1 -H2,35,50,12,0,0,-1,-2,0,0,0,C35 H50 O12
C34 H48 O12,-C2 -H4 -O1,36,52,13,0,0,-2,-4,-1,0,0,C36 H52 O13
C34 H48 O12,-C4 -H4 -O1,38,52,13,0,0,-4,-4,-1,0,0,C38 H52 O13
C34 H48 O12,-H2,34,50,12,0,0,0,-2,0,0,0,C34 H50 O12
C34 H48 O12,-C1 -O2,35,48,14,0,0,-1,0,-2,0,0,C35 H48 O14
C34 H48 O12,-H2 -O1,34,50,13,0,0,0,-2,-1,0,0,C34 H50 O13
C34 H48 O12,-C2 -H2,36,50,12,0,0,-2,-2,0,0,0,C36 H50 O12
C25 H28 O11,-C1,26,28,11,0,0,-1,0,0,0,0,C26 H28 O11
C25 H28 O11,-C1 -O1,26,28,12,0,0,-1,0,-1,0,0,C26 H28 O12
C25 H28 O11,-C1 -H2,26,30,11,0,0,-1,-2,0,0,0,C26 H30 O11
C25 H28 O11,-C2 -H4 -O1,27,32,12,0,0,-2,-4,-1,0,0,C27 H32 O12
C25 H28 O11,-C4 -H4 -O1,29,32,12,0,0,-4,-4,-1,0,0,C29 H32 O12
C25 H28 O11,-H2,25,30,11,0,0,0,-2,0,0,0,C25 H30 O11
C25 H28 O11,-C1 -O2,26,28,13,0,0,-1,0,-2,0,0,C26 H28 O13
C25 H28 O11,-H2 -O1,25,30,12,0,0,0,-2,-1,0,0,C25 H30 O12
C25 H28 O11,-C2 -H2,27,30,11,0,0,-2,-2,0,0,0,C27 H30 O11
C25 H28 O11,H1 -O2 -N1,25,27,13,1,0,0,1,-2,-1,0,C25 H27 N1 O13
C11 H16 O6,-C1,12,16,6,0,0,-1,0,0,0,0,C12 H16 O6
C11 H16 O6,-C1 -O1,12,16,7,0,0,-1,0,-1,0,0,C12 H16 O7
C11 H16 O6,-C1 -H2,12,18,6,0,0,-1,-2,0,0,0,C12 H18 O6
C11 H16 O6,-C2 -H4 -O1,13,20,7,0,0,-2,-4,-1,0,0,C13 H20 O7
C11 H16 O6,-C4 -H4 -O1,15,20,7,0,0,-4,-4,-1,0,0,C15 H20 O7
C11 H16 O6,-C1 -O2,12,16,8,0,0,-1,0,-2,0,0,C12 H16 O8
C11 H16 O6,-S1,11,16,6,0,1,0,0,0,0,-1,C11 H16 O6 S1
C11 H16 O6,-H2 -O1,11,18,7,0,0,0,-2,-1,0,0,C11 H18 O7
C11 H16 O6,H1 -O2 -N1,11,15,8,1,0,0,1,-2,-1,0,C11 H15 N1 O8
C25 H20 O12,-C1,26,20,12,0,0,-1,0,0,0,0,C26 H20 O12
C25 H20 O12,-C1 -O1,26,20,13,0,0,-1,0,-1,0,0,C26 H20 O13
C25 H20 O12,-C1 -H2,26,22,12,0,0,-1,-2,0,0,0,C26 H22 O12
C25 H20 O12,-C2 -H4 -O1,27,24,13,0,0,-2,-4,-1,0,0,C27 H24 O13
C25 H20 O12,-C4 -H4 -O1,29,24,13,0,0,-4,-4,-1,0,0,C29 H24 O13
C25 H20 O12,-H2,25,22,12,0,0,0,-2,0,0,0,C25 H22 O12
C25 H20 O12,-C1 -O2,26,20,14,0,0,-1,0,-2,0,0,C26 H20 O14
C25 H20 O12,-H2 -O1,25,22,13,0,0,0,-2,-1,0,0,C25 H22 O13
C25 H20 O12,-C2 -H2,27,22,12,0,0,-2,-2,0,0,0,C27 H22 O12
C19 H10 O5,-C1 -O1,20,10,6,0,0,-1,0,-1,0,0,C20 H10 O6
C19 H10 O5,-C1 -H2,20,12,5,0,0,-1,-2,0,0,0,C20 H12 O5
C19 H10 O5,-C2 -H4 -O1,21,14,6,0,0,-2,-4,-1,0,0,C21 H14 O6
C19 H10 O5,-H2,19,12,5,0,0,0,-2,0,0,0,C19 H12 O5
C19 H10 O5,-C1 -O2,20,10,7,0,0,-1,0,-2,0,0,C20 H10 O7
C19 H10 O5,-S1,19,10,5,0,1,0,0,0,0,-1,C19 H10 O5 S1
C19 H10 O5,-H2 -O1,19,12,6,0,0,0,-2,-1,0,0,C19 H12 O6
C19 H10 O5,-O1 -S1,19,10,6,0,1,0,0,-1,0,-1,C19 H10 O6 S1
C12 H8 O4,-C1,13,8,4,0,0,-1,0,0,0,0,C13 H8 O4
C12 H8 O4,-C1 -O1,13,8,5,0,0,-1,0,-1,0,0,C13 H8 O5
C12 H8 O4,-C2 -H4 -O1,14,12,5,0,0,-2,-4,-1,0,0,C14 H12 O5
C12 H8 O4,-C4 -H4 -O1,16,12,5,0,0,-4,-4,-1,0,0,C16 H12 O5
C12 H8 O4,-H2,12,10,4,0,0,0,-2,0,0,0,C12 H10 O4
C12 H8 O4,-C1 -O2,13,8,6,0,0,-1,0,-2,0,0,C13 H8 O6
C12 H8 O4,-O3 -S1,12,8,7,0,1,0,0,-3,0,-1,C12 H8 O7 S1
C12 H8 O4,-H2 -O1,12,10,5,0,0,0,-2,-1,0,0,C12 H10 O5
C12 H8 O4,-C2 -H2,14,10,4,0,0,-2,-2,0,0,0,C14 H10 O4
C12 H8 O4,-O1 -S1,12,8,5,0,1,0,0,-1,0,-1,C12 H8 O5 S1
C12 H8 O4,H1 -O2 -N1,12,7,6,1,0,0,1,-2,-1,0,C12 H7 N1 O6
C15 H14 O9,-C1,16,14,9,0,0,-1,0,0,0,0,C16 H14 O9
C15 H14 O9,-C1 -O1,16,14,10,0,0,-1,0,-1,0,0,C16 H14 O10
C15 H14 O9,-C1 -H2,16,16,9,0,0,-1,-2,0,0,0,C16 H16 O9
C15 H14 O9,-C2 -H4 -O1,17,18,10,0,0,-2,-4,-1,0,0,C17 H18 O10
C15 H14 O9,-C4 -H4 -O1,19,18,10,0,0,-4,-4,-1,0,0,C19 H18 O10
C15 H14 O9,-C1 -O2,16,14,11,0,0,-1,0,-2,0,0,C16 H14 O11
C15 H14 O9,-S1,15,14,9,0,1,0,0,0,0,-1,C15 H14 O9 S1
C15 H14 O9,-H2 -O1,15,16,10,0,0,0,-2,-1,0,0,C15 H16 O10
C15 H14 O9,-C2 -H2,17,16,9,0,0,-2,-2,0,0,0,C17 H16 O9
C17 H24 O3,-C1 -H2,18,26,3,0,0,-1,-2,0,0,0,C18 H26 O3
C17 H24 O3,-C2 -H4 -O1,19,28,4,0,0,-2,-4,-1,0,0,C19 H28 O4
C17 H24 O3,-O3 -S1,17,24,6,0,1,0,0,-3,0,-1,C17 H24 O6 S1
C17 H24 O3,-C2 -H2,19,26,3,0,0,-2,-2,0,0,0,C19 H26 O3
C17 H24 O3,H1 -O2 -N1,17,23,5,1,0,0,1,-2,-1,0,C17 H23 N1 O5
C15 H10 O9,-C1,16,10,9,0,0,-1,0,0,0,0,C16 H10 O9
C15 H10 O9,-C1 -O1,16,10,10,0,0,-1,0,-1,0,0,C16 H10 O10
C15 H10 O9,-C1 -H2,16,12,9,0,0,-1,-2,0,0,0,C16 H12 O9
C15 H10 O9,-C2 -H4 -O1,17,14,10,0,0,-2,-4,-1,0,0,C17 H14 O10
C15 H10 O9,-C4 -H4 -O1,19,14,10,0,0,-4,-4,-1,0,0,C19 H14 O10
C15 H10 O9,-H2,15,12,9,0,0,0,-2,0,0,0,C15 H12 O9
C15 H10 O9,-C1 -O2,16,10,11,0,0,-1,0,-2,0,0,C16 H10 O11
C15 H10 O9,-H2 -O1,15,12,10,0,0,0,-2,-1,0,0,C15 H12 O10
C15 H10 O9,-C2 -H2,17,12,9,0,0,-2,-2,0,0,0,C17 H12 O9
C9 H11 N1 O2,-C1,10,11,2,1,0,-1,0,0,0,0,C10 H11 N1 O2
C9 H11 N1 O2,-C1 -O1,10,11,3,1,0,-1,0,-1,0,0,C10 H11 N1 O3
C9 H11 N1 O2,-C1 -H2,10,13,2,1,0,-1,-2,0,0,0,C10 H13 N1 O2
C9 H11 N1 O2,-C2 -H4 -O1,11,15,3,1,0,-2,-4,-1,0,0,C11 H15 N1 O3
C9 H11 N1 O2,-C4 -H4 -O1,13,15,3,1,0,-4,-4,-1,0,0,C13 H15 N1 O3
C9 H11 N1 O2,-H2,9,13,2,1,0,0,-2,0,0,0,C9 H13 N1 O2
C9 H11 N1 O2,-C1 -O2,10,11,4,1,0,-1,0,-2,0,0,C10 H11 N1 O4
C9 H11 N1 O2,-H2 -O1,9,13,3,1,0,0,-2,-1,0,0,C9 H13 N1 O3
C9 H11 N1 O2,-C2 -H2,11,13,2,1,0,-2,-2,0,0,0,C11 H13 N1 O2
C9 H11 N1 O2,H1 -O1 N1,9,10,3,0,0,0,1,-1,1,0,C9 H10 O3
C9 H11 N1 O2,H1 -O2 -N1,9,10,4,2,0,0,1,-2,-1,0,C9 H10 N2 O4
C22 H28 O14,-C1,23,28,14,0,0,-1,0,0,0,0,C23 H28 O14
C22 H28 O14,-C1 -O1,23,28,15,0,0,-1,0,-1,0,0,C23 H28 O15
C22 H28 O14,-C1 -H2,23,30,14,0,0,-1,-2,0,0,0,C23 H30 O14
C22 H28 O14,-C2 -H4 -O1,24,32,15,0,0,-2,-4,-1,0,0,C24 H32 O15
C22 H28 O14,-C4 -H4 -O1,26,32,15,0,0,-4,-4,-1,0,0,C26 H32 O15
C22 H28 O14,-H2,22,30,14,0,0,0,-2,0,0,0,C22 H30 O14
C22 H28 O14,-C1 -O2,23,28,16,0,0,-1,0,-2,0,0,C23 H28 O16
C22 H28 O14,-C2 -H2,24,30,14,0,0,-2,-2,0,0,0,C24 H30 O14
C28 H28 O13,-C1,29,28,13,0,0,-1,0,0,0,0,C29 H28 O13
C28 H28 O13,-C1 -O1,29,28,14,0,0,-1,0,-1,0,0,C29 H28 O14
C28 H28 O13,-C1 -H2,29,30,13,0,0,-1,-2,0,0,0,C29 H30 O13
C28 H28 O13,-C2 -H4 -O1,30,32,14,0,0,-2,-4,-1,0,0,C30 H32 O14
C28 H28 O13,-C4 -H4 -O1,32,32,14,0,0,-4,-4,-1,0,0,C32 H32 O14
C28 H28 O13,-H2,28,30,13,0,0,0,-2,0,0,0,C28 H30 O13
C28 H28 O13,-C1 -O2,29,28,15,0,0,-1,0,-2,0,0,C29 H28 O15
C28 H28 O13,-H2 -O1,28,30,14,0,0,0,-2,-1,0,0,C28 H30 O14
C28 H28 O13,-C2 -H2,30,30,13,0,0,-2,-2,0,0,0,C30 H30 O13
C15 H22 O6 S1,-C1,16,22,6,0,1,-1,0,0,0,0,C16 H22 O6 S1
C15 H22 O6 S1,-C1 -O1,16,22,7,0,1,-1,0,-1,0,0,C16 H22 O7 S1
C15 H22 O6 S1,-C1 -H2,16,24,6,0,1,-1,-2,0,0,0,C16 H24 O6 S1
C15 H22 O6 S1,-C2 -H4 -O1,17,26,7,0,1,-2,-4,-1,0,0,C17 H26 O7 S1
C15 H22 O6 S1,-C4 -H4 -O1,19,26,7,0,1,-4,-4,-1,0,0,C19 H26 O7 S1
C15 H22 O6 S1,-H2,15,24,6,0,1,0,-2,0,0,0,C15 H24 O6 S1
C15 H22 O6 S1,-C1 -O2,16,22,8,0,1,-1,0,-2,0,0,C16 H22 O8 S1
C15 H22 O6 S1,-H2 -O1,15,24,7,0,1,0,-2,-1,0,0,C15 H24 O7 S1
C15 H22 O6 S1,-C2 -H2,17,24,6,0,1,-2,-2,0,0,0,C17 H24 O6 S1
C22 H23 N1 O10,-C1,23,23,10,1,0,-1,0,0,0,0,C23 H23 N1 O10
C22 H23 N1 O10,-C1 -O1,23,23,11,1,0,-1,0,-1,0,0,C23 H23 N1 O11
C22 H23 N1 O10,-C1 -H2,23,25,10,1,0,-1,-2,0,0,0,C23 H25 N1 O10
C22 H23 N1 O10,-C2 -H4 -O1,24,27,11,1,0,-2,-4,-1,0,0,C24 H27 N1 O11
C22 H23 N1 O10,-C4 -H4 -O1,26,27,11,1,0,-4,-4,-1,0,0,C26 H27 N1 O11
C22 H23 N1 O10,-H2,22,25,10,1,0,0,-2,0,0,0,C22 H25 N1 O10
C22 H23 N1 O10,-C1 -O2,23,23,12,1,0,-1,0,-2,0,0,C23 H23 N1 O12
C22 H23 N1 O10,-H2 -O1,22,25,11,1,0,0,-2,-1,0,0,C22 H25 N1 O11
C22 H23 N1 O10,-C2 -H2,24,25,10,1,0,-2,-2,0,0,0,C24 H25 N1 O10
C22 H23 N1 O10,H1 -O1 N1,22,22,11,0,0,0,1,-1,1,0,C22 H22 O11
C22 H24 O4,-C2 -H4 -O1,24,28,5,0,0,-2,-4,-1,0,0,C24 H28 O5
C22 H24 O4,-C1 -O2,23,24,6,0,0,-1,0,-2,0,0,C23 H24 O6
C22 H24 O4,-H2 -O1,22,26,5,0,0,0,-2,-1,0,0,C22 H26 O5
C32 H36 O12,-C1,33,36,12,0,0,-1,0,0,0,0,C33 H36 O12
C32 H36 O12,-C1 -O1,33,36,13,0,0,-1,0,-1,0,0,C33 H36 O13
C32 H36 O12,-C1 -H2,33,38,12,0,0,-1,-2,0,0,0,C33 H38 O12
C32 H36 O12,-C2 -H4 -O1,34,40,13,0,0,-2,-4,-1,0,0,C34 H40 O13
C32 H36 O12,-H2,32,38,12,0,0,0,-2,0,0,0,C32 H38 O12
C32 H36 O12,-C1 -O2,33,36,14,0,0,-1,0,-2,0,0,C33 H36 O14
C32 H36 O12,-H2 -O1,32,38,13,0,0,0,-2,-1,0,0,C32 H38 O13
C32 H36 O12,-C2 -H2,34,38,12,0,0,-2,-2,0,0,0,C34 H38 O12
C17 H12 O11,-C1,18,12,11,0,0,-1,0,0,0,0,C18 H12 O11
C17 H12 O11,-C1 -O1,18,12,12,0,0,-1,0,-1,0,0,C18 H12 O12
C17 H12 O11,-C1 -H2,18,14,11,0,0,-1,-2,0,0,0,C18 H14 O11
C17 H12 O11,-C2 -H4 -O1,19,16,12,0,0,-2,-4,-1,0,0,C19 H16 O12
