formula_string,C,H,O,N,S
C41 H72 N2 O3,41,72,3,2,0
C28 H21 N1 O15,28,21,15,1,0
C11 H12 O11 S1,11,12,11,0,1
C19 13C1 H8 O13,19,8,13,0,0
C44 H80 N2 O2 S1,44,80,2,2,1
C20 13C1 H26 O11,20,26,11,0,0
C28 H16 N2 O14,28,16,14,2,0
C32 H28 O28 S1,32,28,28,0,1
C41 H77 N1 O7,41,77,7,1,0
C27 H16 N2 O18 S1,27,16,18,2,1
C31 13C1 H28 O23,31,28,23,0,0
C22 H25 N1 O20,22,25,20,1,0
C29 H20 O20 S1,29,20,20,0,1
C17 H8 O9,17,8,9,0,0
C24 H15 N1 O10 S1,24,15,10,1,1
C29 H18 O24,29,18,24,0,0
C31 H15 N1 O16,31,15,16,1,0
C7 13C1 H8 O4,7,8,4,0,0
C25 13C1 H26 O13,25,26,13,0,0
C19 H13 N1 O11 S1,19,13,11,1,1
C43 H80 N2 S1,43,80,0,2,1
C37 H30 O20 S1,37,30,20,0,1
C10 H8 O12 S1,10,8,12,0,1
C18 H17 N1 O16 S1,18,17,16,1,1
C26 13C1 H32 O15,26,32,15,0,0
C27 13C1 H32 O17,27,32,17,0,0
C30 13C1 H30 O21,30,30,21,0,0
C41 H38 O25,41,38,25,0,0
C27 H21 N1 O27,27,21,27,1,0
C36 H76 N2 O2 S1,36,76,2,2,1
C44 H72,44,72,0,0,0
C12 H6 O4,12,6,4,0,0
C23 13C1 H28 O16,23,28,16,0,0
C42 H70 O3,42,70,3,0,0
C22 H15 N1 O20,22,15,20,1,0
C37 H72 N2 S1,37,72,0,2,1
C34 H24 O19,34,24,19,0,0
C12 13C1 H16 N2 O14 S1,12,16,14,2,1
C20 13C1 H12 O12,20,12,12,0,0
C32 H30 O17,32,30,17,0,0
C24 H18 N2 O16 S1,24,18,16,2,1
C41 H80 O2 S1,41,80,2,0,1
C23 H16 O21 S1,23,16,21,0,1
C41 H85 N1 O10 34S1,41,85,10,1,0
C43 H72 N2 O5,43,72,5,2,0
C13 13C1 H12 O7,13,12,7,0,0
C29 H22 O15 S1,29,22,15,0,1
C37 13C1 H71 N1 O5,37,71,5,1,0
C39 H74 O3 S1,39,74,3,0,1
C47 H78 O3 S1,47,78,3,0,1
C22 H11 N1 O10 S1,22,11,10,1,1
C15 H13 N1 O16,15,13,16,1,0
C30 H30 O17,30,30,17,0,0
C43 13C1 H77 N1 O7,43,77,7,1,0
C45 H80 O5 S1,45,80,5,0,1
C35 13C1 H76 N2 O5 S1,35,76,5,2,1
C25 H15 N1 O14,25,15,14,1,0
C22 H27 N1 O19 S1,22,27,19,1,1
C40 H74 N2 O4,40,74,4,2,0
C32 H38 N2 O25 S1,32,38,25,2,1
C40 H34 O23,40,34,23,0,0
C33 H26 O19 S1 34S1,33,26,19,0,1
C46 H80 O4 S1,46,80,4,0,1
C40 H76 S1,40,76,0,0,1
C37 H70 N2 S1,37,70,0,2,1
C20 H14 O10,20,14,10,0,0
C19 H13 N1 O19,19,13,19,1,0
C24 13C1 H17 N1 O17,24,17,17,1,0
C24 H23 N1 O24 S1,24,23,24,1,1
C29 H34 O16,29,34,16,0,0
C27 13C1 H30 O17,27,30,17,0,0
C15 H26 N2 O13 S1,15,26,13,2,1
C31 H27 N1 O27,31,27,27,1,0
C20 H10 O6 S1,20,10,6,0,1
C37 13C1 H78 N2 O2 S1,37,78,2,2,1
C33 H24 O15 S1 34S1,33,24,15,0,1
C29 H30 N2 O23 S1,29,30,23,2,1
C26 H29 N1 O23,26,29,23,1,0
C42 H72 O6,42,72,6,0,0
C39 H79 N1 O3 S1 34S1,39,79,3,1,1
C40 H76 O4,40,76,4,0,0
C17 H11 N1 O10 S1,17,11,10,1,1
C40 H73 N1 O3,40,73,3,1,0
C29 H14 N2 O18,29,14,18,2,0
C13 H16 N2 O14 S1,13,16,14,2,1
C30 H21 N1 O19 S1,30,21,19,1,1
C18 H11 N1 O9,18,11,9,1,0
C34 H22 N2 O24,34,22,24,2,0
C38 H70 O2,38,70,2,0,0
C10 H9 N1 O8,10,9,8,1,0
C24 H32 O15,24,32,15,0,0
C38 H32 O20 S1,38,32,20,0,1
C48 H78 N2 O1 S1,48,78,1,2,1
C50 H84 N2 O9 S1,50,84,9,2,1
C40 H68 O2,40,68,2,0,0
C21 H18 N2 O13 S1 34S1,21,18,13,2,1
C47 H73 N1 O2,47,73,2,1,0
C42 H76 N2 O3 S1,42,76,3,2,1
C31 H20 O17,31,20,17,0,0
C38 H78 O9 S1,38,78,9,0,1
C20 H10 O11,20,10,11,0,0
C22 H22 N2 O21 S1,22,22,21,2,1
C8 H14 O9 S1,8,14,9,0,1
C42 H68 O2,42,68,2,0,0
C34 13C1 H22 O22,34,22,22,0,0
C24 H21 N1 O12,24,21,12,1,0
C43 H78 O5,43,78,5,0,0
C35 H30 O18,35,30,18,0,0
C30 13C1 H32 O21,30,32,21,0,0
C24 H20 N2 O24 S1,24,20,24,2,1
C32 H16 O22,32,16,22,0,0
C19 H10 O10,19,10,10,0,0
C11 13C1 H14 O6,11,14,6,0,0
C45 13C1 H74 N2 O5,45,74,5,2,0
C40 H78 O3,40,78,3,0,0
C36 H72 N2 O4 S1,36,72,4,2,1
C41 H74 O5,41,74,5,0,0
C24 H32 O12,24,32,12,0,0
C28 H30 O15,28,30,15,0,0
C15 H20 O14 S1,15,20,14,0,1
C38 H34 O22,38,34,22,0,0
C38 H76 O11,38,76,11,0,0
C24 H20 O23,24,20,23,0,0
C29 H34 O17,29,34,17,0,0
C21 H11 N1 O16,21,11,16,1,0
C21 13C1 H24 O11,21,24,11,0,0
C22 H25 N1 O14,22,25,14,1,0
C25 13C1 H11 N1 O15 S1,25,11,15,1,1
C27 H26 N2 O23 S1,27,26,23,2,1
C14 H12 O14 S1,14,12,14,0,1
C20 H13 N1 O12 34S1,20,13,12,1,0
C27 H21 N1 O15 S1,27,21,15,1,1
C17 H18 O19 S1,17,18,19,0,1
C45 H84 O4 34S1,45,84,4,0,0
C27 H24 N2 O22 S1,27,24,22,2,1
C29 H34 O19,29,34,19,0,0
C26 H22 O14 S1,26,22,14,0,1
C28 13C1 H24 O17,28,24,17,0,0
C34 H68 O2,34,68,2,0,0
C37 H77 N1 O5 S1 34S1,37,77,5,1,1
C25 13C1 H17 N1 O18,25,17,18,1,0
C27 H20 O16 S1,27,20,16,0,1
C26 H24 N2 O21 S1,26,24,21,2,1
C34 H20 O19,34,20,19,0,0
C37 13C1 H74 N2,37,74,0,2,0
C31 H27 N1 O18 S1,31,27,18,1,1
C37 H76 N2 O8,37,76,8,2,0
C17 H15 N1 O16 S1,17,15,16,1,1
C31 13C1 H26 O19,31,26,19,0,0
C41 H74 N2,41,74,0,2,0
C44 H73 N1 O1 S1,44,73,1,1,1
C23 H22 N2 O13,23,22,13,2,0
C28 H34 O15,28,34,15,0,0
C39 H79 N1 O11,39,79,11,1,0
C18 H17 N1 O8,18,17,8,1,0
C9 H6 O7 S1,9,6,7,0,1
C43 H82 N2 O2 S1,43,82,2,2,1
C14 H17 N1 O10 S1 34S1,14,17,10,1,1
C26 13C1 H21 N1 O20 S1,26,21,20,1,1
C46 H80 O1 S1,46,80,1,0,1
C50 H78 O5 S1,50,78,5,0,1
C22 H21 N1 O11,22,21,11,1,0
C29 H24 N2 O15,29,24,15,2,0
C33 13C1 H30 O20,33,30,20,0,0
C41 H68 N2 O1,41,68,1,2,0
C22 H25 N1 O15,22,25,15,1,0
C38 H80 N2 O10 S1,38,80,10,2,1
C46 H76 O8,46,76,8,0,0
C25 H26 N2 O14,25,26,14,2,0
C29 H27 N1 O18,29,27,18,1,0
C38 H78 O2 S1,38,78,2,0,1
C24 H16 N2 O12 S1,24,16,12,2,1
C47 H80 O1 S1,47,80,1,0,1
C28 H17 N1 O13 S1,28,17,13,1,1
C34 13C1 H26 O21,34,26,21,0,0
C21 H22 O9,21,22,9,0,0
C16 H15 N1 O17,16,15,17,1,0
C28 H28 O15,28,28,15,0,0
C14 H22 O7,14,22,7,0,0
C45 H80 N2 O1 S1,45,80,1,2,1
C17 13C1 H24 O12,17,24,12,0,0
C37 13C1 H74 O4,37,74,4,0,0
C30 H32 N2 O22 S1,30,32,22,2,1
C38 H28 O20,38,28,20,0,0
C37 H74 O2 34S1,37,74,2,0,0
C30 H25 N1 O17 S1,30,25,17,1,1
C22 H15 N1 O10 S1,22,15,10,1,1
C29 H18 O18 S1,29,18,18,0,1
C33 H29 N1 O14 S1 34S1,33,29,14,1,1
C32 H27 N1 O17 S1,32,27,17,1,1
C26 H19 N1 O13 S1 34S1,26,19,13,1,1
C39 H77 N1 O1 34S1,39,77,1,1,0
C32 H36 N2 O25 S1,32,36,25,2,1
C31 H29 N1 O24 S1,31,29,24,1,1
C23 H30 O11,23,30,11,0,0
C31 H32 O15 S1,31,32,15,0,1
C15 13C1 H18 O15 S1,15,18,15,0,1
C44 H76 O1,44,76,1,0,0
C16 H11 N1 O17,16,11,17,1,0
C27 H32 O12,27,32,12,0,0
C27 H16 O10 S1,27,16,10,0,1
C42 H85 N1 O11 S1,42,85,11,1,1
C31 13C1 H22 O22,31,22,22,0,0
C25 H32 O12,25,32,12,0,0
C17 13C1 H18 O8,17,18,8,0,0
C36 H24 O19 S1,36,24,19,0,1
C24 H32 O16,24,32,16,0,0
C38 H76 N2 O2 S1,38,76,2,2,1
C21 H13 N1 O16,21,13,16,1,0
C45 H72 O1 S1,45,72,1,0,1
C22 H30 O12,22,30,12,0,0
C23 H15 N1 O14 S1,23,15,14,1,1
C42 13C1 H70 N2 O2,42,70,2,2,0
C39 13C1 H38 O26 S1,39,38,26,0,1
C8 13C1 H12 O5,8,12,5,0,0
C14 H14 O9 S1,14,14,9,0,1
C21 H12 N2 O11 S1,21,12,11,2,1
C26 H23 N1 O23,26,23,23,1,0
C31 H26 N2 O22 S1,31,26,22,2,1
C35 H29 N1 O23 S1,35,29,23,1,1
C42 H74 N2 O3 S1,42,74,3,2,1
C33 H27 N1 O15 S1,33,27,15,1,1
C35 H24 O21,35,24,21,0,0
C35 H24 N2 O17 S1,35,24,17,2,1
C33 13C1 H20 O23,33,20,23,0,0
C16 H17 N1 O10 S1 34S1,16,17,10,1,1
C22 H12 N2 O12,22,12,12,2,0
C46 H80 N2 S1 34S1,46,80,0,2,1
C37 H71 N1 O2,37,71,2,1,0
C37 H32 O23 34S1,37,32,23,0,0
C32 H20 N2 O17,32,20,17,2,0
C42 H68 N2 O2,42,68,2,2,0
C27 H34 O16,27,34,16,0,0
C30 13C1 H18 O18,30,18,18,0,0
C26 H19 N1 O26,26,19,26,1,0
C40 H36 O26,40,36,26,0,0
C15 H12 O14 S1,15,12,14,0,1
C37 H36 O24,37,36,24,0,0
C36 13C1 H68 O2,36,68,2,0,0
C22 H18 N2 O19 34S1,22,18,19,2,0
C40 H78 O7,40,78,7,0,0
C18 H24 O7,18,24,7,0,0
C28 H19 N1 O23,28,19,23,1,0
C17 H10 O7,17,10,7,0,0
C40 H81 N1 O8 S1,40,81,8,1,1
C23 H18 N2 O15 S1,23,18,15,2,1
C24 H22 O12 S1,24,22,12,0,1
C16 H16 N2 O7,16,16,7,2,0
C20 H17 N1 O9,20,17,9,1,0
C40 H83 N1 O5 S1,40,83,5,1,1
C20 H22 O8,20,22,8,0,0
C22 H25 N1 O21 S1,22,25,21,1,1
C35 H36 O20,35,36,20,0,0
C37 H70 O1,37,70,1,0,0
C40 H72 N2 O2,40,72,2,2,0
C41 H74 N2 O4,41,74,4,2,0
C22 H22 N2 O21 S1 34S1,22,22,21,2,1
C30 H18 O19 34S1,30,18,19,0,0
C42 H78 O9,42,78,9,0,0
C27 H29 N1 O22 S1,27,29,22,1,1
C44 H74 N2 O6,44,74,6,2,0
C39 H72 O6,39,72,6,0,0
C20 H15 N1 O9 S1,20,15,9,1,1
C16 13C1 H15 N1 O19,16,15,19,1,0
C18 H18 O17 S1,18,18,17,0,1
C22 H22 N2 O11,22,22,11,2,0
C20 H13 N1 O19 S1,20,13,19,1,1
C20 13C1 H13 N1 O16,20,13,16,1,0
C38 H30 O22 S1,38,30,22,0,1
C15 H14 O5,15,14,5,0,0
C18 13C1 H16 O9,18,16,9,0,0
C54 H85 N1 O4 S1,54,85,4,1,1
C16 H12 O3,16,12,3,0,0
C17 H19 N1 O8,17,19,8,1,0
C40 H77 N1 O3 S1,40,77,3,1,1
C31 H15 N1 O19,31,15,19,1,0
C11 H10 O11 S1,11,10,11,0,1
C20 H15 N1 O20 S1,20,15,20,1,1
C32 13C1 H26 O24,32,26,24,0,0
C34 H30 N2 O26 34S1,34,30,26,2,0
C44 H78 N2 O2 S1,44,78,2,2,1
C23 H20 O22,23,20,22,0,0
C14 H6 O14,14,6,14,0,0
C23 H23 N1 O21 S1,23,23,21,1,1
C24 H15 N1 O13,24,15,13,1,0
C26 H11 N1 O15 S1,26,11,15,1,1
C29 H36 O17,29,36,17,0,0
C21 H30 O13,21,30,13,0,0
C16 H22 O7,16,22,7,0,0
C26 H17 N1 O23,26,17,23,1,0
C30 H19 N1 O16 S1,30,19,16,1,1
C17 H16 O8 S1,17,16,8,0,1
C33 H36 O21,33,36,21,0,0
C33 13C1 H70 O5,33,70,5,0,0
C34 H28 O25,34,28,25,0,0
C36 H74 N2 O2 S1,36,74,2,2,1
C22 13C1 H28 O16,22,28,16,0,0
C30 H18 N2 O18,30,18,18,2,0
C23 13C1 H28 O12,23,28,12,0,0
C15 13C1 H22 O8,15,22,8,0,0
C24 H27 N1 O20 S1,24,27,20,1,1
C26 H14 N2 O20,26,14,20,2,0
C30 H16 N2 O14,30,16,14,2,0
C31 H21 N1 O19,31,21,19,1,0
C22 13C1 H28 O13,22,28,13,0,0
C16 H15 N1 O7,16,15,7,1,0
C34 13C1 H69 N1 O4,34,69,4,1,0
C38 H77 N1 O10 S1,38,77,10,1,1
C38 13C1 H74 O4,38,74,4,0,0
C38 H34 O23,38,34,23,0,0
C40 H75 N1 O4 S1,40,75,4,1,1
C28 H21 N1 O11 S1 34S1,28,21,11,1,1
C27 H22 N2 O14 S1,27,22,14,2,1
C32 H27 N1 O17 34S1,32,27,17,1,0
C26 13C1 H23 N1 O19 S1,26,23,19,1,1
C31 H18 O14 S1 34S1,31,18,14,0,1
C21 H16 N2 O24,21,16,24,2,0
C40 H72 O1 S1,40,72,1,0,1
C25 H18 O27,25,18,27,0,0
C17 H16 O5,17,16,5,0,0
C26 H24 N2 O26 S1,26,24,26,2,1
C30 H17 N1 O22,30,17,22,1,0
C37 H72 O2 S1,37,72,2,0,1
C41 H76 N2 O6 S1,41,76,6,2,1
C48 H76 O3 S1,48,76,3,0,1
C37 13C1 H74 N2 O1 S1,37,74,1,2,1
C29 H21 N1 O22,29,21,22,1,0
C19 H13 N1 O9 S1,19,13,9,1,1
C44 H82 O3 S1,44,82,3,0,1
C21 H12 N2 O21,21,12,21,2,0
C18 H19 N1 O8,18,19,8,1,0
C41 13C1 H78 O8,41,78,8,0,0
C45 H80 O1 S1 34S1,45,80,1,0,1
C21 H18 N2 O23,21,18,23,2,0
C33 H66 N2,33,66,0,2,0
C30 H26 N2 O26 S1,30,26,26,2,1
C16 H18 O6,16,18,6,0,0
C38 H67 N1 O1,38,67,1,1,0
C35 13C1 H26 O24,35,26,24,0,0
C38 H28 O22,38,28,22,0,0
C35 13C1 H26 O23,35,26,23,0,0
C43 H78 N2 S1,43,78,0,2,1
C27 H15 N1 O11 S1 34S1,27,15,11,1,1
C18 13C1 H12 O11,18,12,11,0,0
C28 H30 N2 O22 S1,28,30,22,2,1
C36 H26 O20,36,26,20,0,0
C24 H18 O21,24,18,21,0,0
C36 H72 O1,36,72,1,0,0
C27 H19 N1 O22,27,19,22,1,0
C33 H26 O20 S1,33,26,20,0,1
C24 13C1 H20 N2 O18 S1,24,20,18,2,1
C30 13C1 H27 N1 O21 S1,30,27,21,1,1
C25 H13 N1 O17 S1,25,13,17,1,1
C26 H11 N1 O16,26,11,16,1,0
C40 H32 O26,40,32,26,0,0
C25 H12 O15,25,12,15,0,0
C31 H27 N1 O19,31,27,19,1,0
C18 H22 O7,18,22,7,0,0
C19 H18 N2 O14 S1,19,18,14,2,1
C23 13C1 H22 N2 O25,23,22,25,2,0
C25 H25 N1 O23 S1,25,25,23,1,1
C15 H18 O6,15,18,6,0,0
C23 H32 O13,23,32,13,0,0
C31 H19 N1 O18 S1,31,19,18,1,1
C10 H10 O7 S1,10,10,7,0,1
C43 H81 N1 O6 S1,43,81,6,1,1
C31 H29 N1 O19,31,29,19,1,0
C46 H74 N2 O5,46,74,5,2,0
C36 H29 N1 O23 S1,36,29,23,1,1
C16 H18 O15 S1,16,18,15,0,1
C19 H18 O10 S1,19,18,10,0,1
C39 13C1 H74 N2 O4,39,74,4,2,0
C41 H77 N1 O2 S1,41,77,2,1,1
C24 H9 N1 O12,24,9,12,1,0
C17 H26 N2 O13 S1,17,26,13,2,1
C25 H22 O11,25,22,11,0,0
C13 H16 O4,13,16,4,0,0
C21 H30 O10,21,30,10,0,0
C22 H10 N2 O14,22,10,14,2,0
C25 H22 N2 O21 S1,25,22,21,2,1
C33 H18 O19,33,18,19,0,0
C15 H11 N1 O1 S1,15,11,1,1,1
C32 H24 N2 O21,32,24,21,2,0
C27 H22 O23 S1,27,22,23,0,1
C33 H27 N1 O31,33,27,31,1,0
C21 13C1 H18 O4 S1,21,18,4,0,1
C11 H14 O1,11,14,1,0,0
C29 H18 O17 S1 34S1,29,18,17,0,1
C49 H82 N2 O8,49,82,8,2,0
C22 13C1 H30 O12,22,30,12,0,0
C26 13C1 H26 O15,26,26,15,0,0
C27 H14 O22,27,14,22,0,0
C23 H15 N1 O11 S1,23,15,11,1,1
C42 H77 N1 O3 34S1,42,77,3,1,0
C53 H82 O15,53,82,15,0,0
C24 H30 O11,24,30,11,0,0
C11 H14 O3,11,14,3,0,0
C22 H17 N1 O12 S1,22,17,12,1,1
C28 H26 N2 O27,28,26,27,2,0
C25 H15 N1 O11 S1 34S1,25,15,11,1,1
C26 H23 N1 O17 S1,26,23,17,1,1
C21 H14 N2 O24,21,14,24,2,0
C27 H25 N1 O25 S1,27,25,25,1,1
C34 H21 N1 O18 S1,34,21,18,1,1
C34 13C1 H29 N1 O15 S1 34S1,34,29,15,1,1
C23 H15 N1 O22,23,15,22,1,0
C24 H14 N2 O11,24,14,11,2,0
C44 H78 O6,44,78,6,0,0
C17 H13 N1 O19,17,13,19,1,0
C33 H29 N1 O25,33,29,25,1,0
C29 13C1 H20 N2 O19 S1,29,20,19,2,1
C32 H21 N1 O20 34S1,32,21,20,1,0
C37 H71 N1 O6,37,71,6,1,0
C28 H26 N2 O25 S1,28,26,25,2,1
C22 H27 N1 O20 S1,22,27,20,1,1
C46 H72 O4,46,72,4,0,0
C22 H8 N2 O14,22,8,14,2,0
C25 H18 N2 O27,25,18,27,2,0
C44 H77 N1 O7,44,77,7,1,0
C28 H16 N2 O21,28,16,21,2,0
C33 H27 N1 O24,33,27,24,1,0
C31 H34 O18,31,34,18,0,0
C29 13C1 H22 O18,29,22,18,0,0
C16 H15 N1 O19,16,15,19,1,0
C42 13C1 H80 O7 S1,42,80,7,0,1
C42 H70 N2 O4,42,70,4,2,0
C23 H18 O23 34S1,23,18,23,0,0
C28 H16 N2 O13 S1,28,16,13,2,1
C36 H30 N2 O29,36,30,29,2,0
C33 H23 N1 O20 S1,33,23,20,1,1
C24 13C1 H30 N2 O21 S1,24,30,21,2,1
C32 13C1 H26 O19,32,26,19,0,0
C21 H16 O10 S1,21,16,10,0,1
C28 H17 N1 O16 S1,28,17,16,1,1
C31 H32 N2 O24 S1,31,32,24,2,1
C37 H28 N2 O21,37,28,21,2,0
C36 H32 O23 S1,36,32,23,0,1
C15 H14 O8 S1,15,14,8,0,1
C30 H20 N2 O26,30,20,26,2,0
C37 H30 N2 O20 S1 34S1,37,30,20,2,1
C28 13C1 H18 O18 S1,28,18,18,0,1
C23 13C1 H24 O12,23,24,12,0,0
C44 H76 N2 O4,44,76,4,2,0
C9 H6 O9,9,6,9,0,0
C26 H20 N2 O13 S1,26,20,13,2,1
C42 H74 N2 O5,42,74,5,2,0
C12 H16 O13 S1,12,16,13,0,1
C16 13C1 H10 O10,16,10,10,0,0
C21 H18 N2 O23 S1,21,18,23,2,1
C18 13C1 H22 O9,18,22,9,0,0
C24 13C1 H30 O13,24,30,13,0,0
C25 H24 N2 O14,25,24,14,2,0
C27 13C1 H21 N1 O20 S1,27,21,20,1,1
C47 H82 O4 34S1,47,82,4,0,0
C25 H28 O12,25,28,12,0,0
C30 H18 N2 O25,30,18,25,2,0
C28 H25 N1 O19 S1,28,25,19,1,1
C23 H25 N1 O13,23,25,13,1,0
C14 H22 O8,14,22,8,0,0
C20 H13 N1 O9 S1,20,13,9,1,1
C36 13C1 H71 N1 O1,36,71,1,1,0
C23 H30 O14,23,30,14,0,0
C41 H76 O6,41,76,6,0,0
C38 H75 N1 O5 S1,38,75,5,1,1
C22 H14 N2 O10,22,14,10,2,0
C17 H12 O4,17,12,4,0,0
C27 H25 N1 O18,27,25,18,1,0
C32 H32 N2 O26 S1,32,32,26,2,1
C34 H36 O21,34,36,21,0,0
C28 H20 N2 O14,28,20,14,2,0
C39 13C1 H75 N1 O4 S1,39,75,4,1,1
C42 H85 N1 O6 S1 34S1,42,85,6,1,1
C21 13C1 H10 N2 O15,21,10,15,2,0
C40 H72 N2 O4,40,72,4,2,0
C22 H15 N1 O21,22,15,21,1,0
C33 H30 O18,33,30,18,0,0
C18 13C1 H14 O10,18,14,10,0,0
C13 13C1 H16 O6,13,16,6,0,0
C31 H19 N1 O16 S1,31,19,16,1,1
C40 13C1 H80 O5,40,80,5,0,0
C36 H74 N2 O1,36,74,1,2,0
C24 H15 N1 O14 S1,24,15,14,1,1
C36 H30 O22 S1,36,30,22,0,1
C33 H21 N1 O16 34S1,33,21,16,1,0
C18 H23 N1 O18 S1,18,23,18,1,1
C22 H10 O13,22,10,13,0,0
C24 H18 N2 O15 S1,24,18,15,2,1
C22 H10 O17,22,10,17,0,0
C45 H82 O4 S1,45,82,4,0,1
C20 H22 N2 O11,20,22,11,2,0
C17 H17 N1 O18 34S1,17,17,18,1,0
C46 H78 O9,46,78,9,0,0
C27 H25 N1 O20 S1 34S1,27,25,20,1,1
C26 H23 N1 O23 S1,26,23,23,1,1
C25 H18 N2 O13 S1,25,18,13,2,1
C24 H14 N2 O15 S1,24,14,15,2,1
C20 13C1 H22 O10,20,22,10,0,0
C19 H12 O13 S1,19,12,13,0,1
C27 H17 N1 O15,27,17,15,1,0
C38 H79 N1 O10,38,79,10,1,0
C31 H16 O24,31,16,24,0,0
C32 13C1 H22 O20,32,22,20,0,0
C29 H15 N1 O16,29,15,16,1,0
C14 H6 O13,14,6,13,0,0
C33 H20 N2 O17 S1,33,20,17,2,1
C26 H12 N2 O18 S1,26,12,18,2,1
C40 13C1 H76 O3 S1,40,76,3,0,1
C15 H12 O5,15,12,5,0,0
C24 H25 N1 O21 S1,24,25,21,1,1
C32 H36 O19,32,36,19,0,0
C30 13C1 H30 O18,30,30,18,0,0
C24 H20 N2 O13,24,20,13,2,0
C23 H23 N1 O12,23,23,12,1,0
C38 H74 N2 O1 S1,38,74,1,2,1
C23 H32 O12,23,32,12,0,0
C30 13C1 H16 O19,30,16,19,0,0
C42 H78 N2 O4,42,78,4,2,0
C20 H13 N1 O12 S1,20,13,12,1,1
C19 13C1 H26 O11,19,26,11,0,0
C27 H25 N1 O24 S1,27,25,24,1,1
C30 H20 N2 O18,30,20,18,2,0
C41 H78 O2 S1,41,78,2,0,1
C27 H16 N2 O15,27,16,15,2,0
C26 H26 N2 O21 S1,26,26,21,2,1
C37 H68 O7,37,68,7,0,0
C41 H34 O23,41,34,23,0,0
C18 13C1 H15 N1 O21,18,15,21,1,0
C20 H18 O19 S1,20,18,19,0,1
C37 H70 O3,37,70,3,0,0
C21 H24 O20 S1,21,24,20,0,1
C20 H16 N2 O10,20,16,10,2,0
C29 H23 N1 O16 S1,29,23,16,1,1
C30 H20 O16 S1,30,20,16,0,1
C40 H34 O24 S1,40,34,24,0,1
C10 H8 N2 O2,10,8,2,2,0
C16 H14 O5,16,14,5,0,0
C27 H16 N2 O14 34S1,27,16,14,2,0
C31 H21 N1 O18,31,21,18,1,0
C30 H34 O16,30,34,16,0,0
C45 H71 N1 O3,45,71,3,1,0
C31 H24 N2 O16,31,24,16,2,0
C23 13C1 H30 O15,23,30,15,0,0
C13 H16 O13 S1,13,16,13,0,1
C35 H31 N1 O25,35,31,25,1,0
C29 H22 O25,29,22,25,0,0
C45 H79 N1 O4 S1,45,79,4,1,1
C20 13C1 H10 N2 O13,20,10,13,2,0
C22 H13 N1 O11 S1,22,13,11,1,1
C28 H18 O15,28,18,15,0,0
C38 H73 N1 O3 S1,38,73,3,1,1
C25 H15 N1 O15 S1,25,15,15,1,1
C31 H32 O17,31,32,17,0,0
C26 H21 N1 O15 S1 34S1,26,21,15,1,1
C41 H78 N2 O2 S1,41,78,2,2,1
C40 13C1 H76 N2 O5,40,76,5,2,0
C27 H13 N1 O12 S1,27,13,12,1,1
C25 H18 O13 S1,25,18,13,0,1
C28 H16 O12 S1 34S1,28,16,12,0,1
C31 H34 O17,31,34,17,0,0
C34 H23 N1 O21 S1,34,23,21,1,1
C45 H84 O3 S1 34S1,45,84,3,0,1
C44 H82 O6 S1,44,82,6,0,1
C37 H30 O20 34S1,37,30,20,0,0
C22 H26 O9,22,26,9,0,0
C28 H29 N1 O25,28,29,25,1,0
C24 H8 O12,24,8,12,0,0
C47 H72 O3,47,72,3,0,0
C22 H18 N2 O22 S1,22,18,22,2,1
C23 H26 O10,23,26,10,0,0
C46 H79 N1 O6,46,79,6,1,0
C35 H70 O1 S1,35,70,1,0,1
C21 H18 O3 S1,21,18,3,0,1
C24 H20 O12 S1,24,20,12,0,1
C23 H15 N1 O18,23,15,18,1,0
C43 H74 N2 O4,43,74,4,2,0
C9 H8 O9,9,8,9,0,0
C13 H10 O5,13,10,5,0,0
C27 H21 N1 O15 S1 34S1,27,21,15,1,1
C28 H16 N2 O18 34S1,28,16,18,2,0
C31 13C1 H18 O21,31,18,21,0,0
C21 H9 N1 O12,21,9,12,1,0
C47 13C1 H82 O8 S1,47,82,8,0,1
C25 13C1 H22 O13,25,22,13,0,0
C33 H22 N2 O27,33,22,27,2,0
C16 H20 O15 S1,16,20,15,0,1
C33 H23 N1 O19 S1,33,23,19,1,1
C36 H28 O19 34S1,36,28,19,0,0
C50 H81 N1 O5 S1,50,81,5,1,1
C39 H81 N1 O7 S1,39,81,7,1,1
C31 H22 O17,31,22,17,0,0
C26 H32 N2 O20 S1,26,32,20,2,1
C34 H28 O18,34,28,18,0,0
C49 H78 N2 O9,49,78,9,2,0
C33 H68,33,68,0,0,0
C37 H68 O2,37,68,2,0,0
C45 H78 S1,45,78,0,0,1
C20 H16 O4 S1,20,16,4,0,1
C23 H17 N1 O12 S1,23,17,12,1,1
C44 H73 N1 O5,44,73,5,1,0
C37 H75 N1 O2 S1,37,75,2,1,1
C22 H18 N2 O19 S1,22,18,19,2,1
C28 H14 O22,28,14,22,0,0
C44 H74 N2 O3 S1,44,74,3,2,1
C25 H14 N2 O22,25,14,22,2,0
C28 H18 N2 O14,28,18,14,2,0
C19 H19 N1 O9,19,19,9,1,0
C27 13C1 H23 N1 O27,27,23,27,1,0
C7 H11 N1 O5,7,11,5,1,0
C43 H70 N2 O2,43,70,2,2,0
C17 H10 O9,17,10,9,0,0
C27 H24 N2 O26 S1,27,24,26,2,1
C40 H80 N2 S1,40,80,0,2,1
C29 H24 N2 O23 S1,29,24,23,2,1
C33 H22 O24,33,22,24,0,0
C46 H74 O1 S1,46,74,1,0,1
